==============================================================================
==============================================================================
Mon. Dec. 23 2013                  LANDSAT 7                       Time: 06:48
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101312224682_00025                          Path / Row - 181 / 63
Reference Image: L51JSA1008173080100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 95.4%
Rank   2 --  4.6%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1810634156   -4.80322     16.20556     0.15     -0.02     0.15     1 
1810634157   -4.80317     16.23369    -0.10     -0.01     0.10     1 
1810634159   -4.80306     16.28995     0.23      0.07     0.24     1 
1810634160   -4.80301     16.31808    -0.45      0.09     0.46     1 
1810634161   -4.80295     16.34621    -0.07      0.09     0.11     1 
1810634167   -4.80260     16.51497    -0.08      0.11     0.14     1 
1810634169   -4.80247     16.57122    -0.08     -0.02     0.08     1 
1810634170   -4.80241     16.59935     0.16     -0.06     0.17     1 
1810634171   -4.80234     16.62748    -0.07      0.01     0.07     1 
1810634173   -4.80220     16.68373    -0.09      0.17     0.19     1 
1810634174   -4.80213     16.71185    -0.14      0.20     0.24     1 
1810634175   -4.80206     16.73998    -0.20      0.08     0.22     1 
1810634176   -4.80199     16.76810     0.18      0.30     0.35     1 
1810634177   -4.80192     16.79622    -0.13      0.16     0.21     1 
1810634178   -4.80184     16.82434    -0.03      0.19     0.19     1 
1810634179   -4.80177     16.85247    -0.09      0.03     0.10     1 
1810634180   -4.80169     16.88059     0.02      0.19     0.19     1 
1810634181   -4.80161     16.90871     0.07      0.10     0.12     1 
1810634182   -4.80153     16.93683     0.14      0.15     0.21     1 
1810634184   -4.80137     16.99307     0.13      0.09     0.16     1 
1810634185   -4.80129     17.02119     0.04      0.17     0.17     1 
1810634186   -4.80120     17.04931    -0.11      0.57     0.58     2 
1810634223   -4.82854     15.98054    -0.02     -0.33     0.33     1 
1810634228   -4.82832     16.12120    -0.01      0.08     0.08     1 
1810634229   -4.82828     16.14934     0.33      0.04     0.34     1 
1810634231   -4.82818     16.20560    -0.02      0.13     0.13     1 
1810634232   -4.82813     16.23373     0.02      0.14     0.14     1 
1810634234   -4.82803     16.28999    -0.08      0.01     0.08     1 
1810634240   -4.82768     16.45877    -0.15      0.29     0.33     1 
1810634241   -4.82762     16.48690     0.20      0.07     0.21     1 
1810634242   -4.82756     16.51503    -0.15      0.06     0.16     1 
1810634244   -4.82743     16.57128     0.02      0.06     0.06     1 
1810634245   -4.82737     16.59941     0.05     -0.05     0.07     1 
1810634248   -4.82716     16.68379     0.09      0.17     0.19     1 
1810634249   -4.82709     16.71191    -0.14      0.00     0.14     1 
1810634250   -4.82702     16.74004    -0.00      0.00     0.01     1 
1810634251   -4.82695     16.76816    -0.24      0.19     0.31     1 
1810634252   -4.82687     16.79629     0.10      0.15     0.18     1 
1810634253   -4.82680     16.82441     0.15      0.12     0.19     1 
1810634254   -4.82672     16.85253     0.06      0.18     0.19     1 
1810634255   -4.82665     16.88066     0.03      0.13     0.13     1 
1810634256   -4.82657     16.90878     0.06      0.13     0.14     1 
1810634257   -4.82649     16.93690     0.12      0.16     0.20     1 
1810634258   -4.82641     16.96502     0.06      0.06     0.08     1 
1810634259   -4.82632     16.99314    -0.01      0.04     0.04     1 
1810634260   -4.82624     17.02126    -0.09     -0.04     0.10     1 
1810634261   -4.82616     17.04938     0.07      0.12     0.13     1 
1810634298   -4.85351     15.98057    -0.11     -0.01     0.11     1 
1810634299   -4.85347     16.00871     0.03      0.11     0.12     1 
1810634303   -4.85329     16.12124     0.00      0.13     0.13     1 
1810634305   -4.85319     16.17751     0.25      0.01     0.25     1 
1810634307   -4.85309     16.23378    -0.09      0.27     0.28     1 
1810634308   -4.85304     16.26191    -0.24      0.07     0.25     1 
1810634309   -4.85299     16.29004    -0.27      0.14     0.31     1 
1810634315   -4.85264     16.45883    -0.08      0.12     0.15     1 
1810634316   -4.85258     16.48695     0.00     -0.05     0.05     1 
1810634317   -4.85252     16.51508    -0.18     -0.15     0.24     1 
1810634319   -4.85239     16.57134    -0.23     -0.06     0.24     1 
1810634322   -4.85219     16.65572     0.09      0.05     0.10     1 
1810634325   -4.85198     16.74010     0.35      0.45     0.57     2 
1810634326   -4.85190     16.76823     0.02      0.12     0.12     1 
1810634327   -4.85183     16.79635     0.07      0.27     0.28     1 
1810634328   -4.85175     16.82448    -0.08      0.24     0.26     1 
1810634329   -4.85168     16.85260     0.14      0.14     0.20     1 
1810634330   -4.85160     16.88072     0.13      0.29     0.32     1 
1810634331   -4.85152     16.90885     0.06      0.14     0.15     1 
1810634332   -4.85144     16.93697    -0.07      0.13     0.14     1 
1810634333   -4.85136     16.96509    -0.05      0.13     0.14     1 
1810634334   -4.85128     16.99322     0.02      0.21     0.21     1 
1810634335   -4.85119     17.02134     0.14     -0.04     0.14     1 
1810634336   -4.85111     17.04946    -0.05      0.21     0.21     1 
1810634371   -4.87855     15.92434    -0.11     -0.02     0.12     1 
1810634372   -4.87851     15.95247    -0.33     -0.54     0.63     2 
1810634377   -4.87830     16.09315    -0.42      0.05     0.42     1 
1810634378   -4.87825     16.12129    -0.13      0.12     0.18     1 
1810634380   -4.87816     16.17756    -0.39     -0.09     0.40     1 
1810634381   -4.87811     16.20569    -0.14      0.04     0.14     1 
1810634382   -4.87805     16.23382    -0.04      0.19     0.19     1 
1810634383   -4.87800     16.26196    -0.11      0.03     0.12     1 
1810634385   -4.87789     16.31822     0.00      0.04     0.04     1 
1810634387   -4.87778     16.37448    -0.53      0.10     0.54     2 
1810634388   -4.87772     16.40262    -0.00      0.37     0.37     1 
1810634391   -4.87754     16.48701     0.31     -0.15     0.34     1 
1810634392   -4.87748     16.51514    -0.06     -0.03     0.06     1 
1810634393   -4.87742     16.54327     0.10      0.18     0.21     1 
1810634394   -4.87735     16.57140    -0.15      0.15     0.21     1 
1810634395   -4.87728     16.59953    -0.09     -0.10     0.14     1 
1810634396   -4.87722     16.62766    -0.05     -0.33     0.33     1 
1810634397   -4.87715     16.65578    -0.00      0.21     0.21     1 
1810634398   -4.87708     16.68391     0.07      0.12     0.14     1 
1810634400   -4.87693     16.74017    -0.07      0.15     0.16     1 
1810634402   -4.87679     16.79642     0.04      0.03     0.05     1 
1810634403   -4.87671     16.82455     0.15      0.17     0.22     1 
1810634405   -4.87655     16.88079     0.13      0.23     0.27     1 
1810634406   -4.87648     16.90892     0.01      0.21     0.21     1 
1810634407   -4.87640     16.93704    -0.06      0.15     0.17     1 
1810634408   -4.87631     16.96517    -0.06      0.36     0.36     1 
1810634409   -4.87623     16.99329     0.08      0.18     0.20     1 
1810634410   -4.87615     17.02141    -0.12      0.09     0.15     1 
1810634411   -4.87606     17.04953    -0.02      0.33     0.33     1 
1810634443   -4.90363     15.83996    -0.11     -0.15     0.18     1 
1810634447   -4.90348     15.95251    -0.14      0.05     0.15     1 
1810634448   -4.90344     15.98065    -0.05     -0.06     0.07     1 
1810634450   -4.90335     16.03692     0.02      0.13     0.13     1 
1810634451   -4.90331     16.06506    -0.10      0.26     0.28     1 
1810634452   -4.90326     16.09319    -0.19     -0.18     0.26     1 
1810634453   -4.90322     16.12133    -0.08     -0.31     0.32     1 
1810634454   -4.90317     16.14946    -0.13      0.05     0.14     1 
1810634456   -4.90307     16.20573     0.00      0.08     0.08     1 
1810634458   -4.90297     16.26200    -0.15     -0.05     0.16     1 
1810634460   -4.90286     16.31827    -0.58     -0.13     0.60     2 
1810634464   -4.90263     16.43080    -0.31     -0.20     0.37     1 
1810634466   -4.90250     16.48706     0.14      0.06     0.15     1 
1810634467   -4.90244     16.51519    -0.15      0.08     0.17     1 
1810634468   -4.90238     16.54333     0.02      0.19     0.19     1 
1810634469   -4.90231     16.57146     0.12      0.33     0.36     1 
1810634471   -4.90217     16.62772    -0.06      0.03     0.07     1 
1810634472   -4.90211     16.65584     0.01      0.46     0.46     1 
1810634473   -4.90203     16.68397    -0.02      0.24     0.24     1 
1810634474   -4.90196     16.71210     0.02      0.23     0.23     1 
1810634475   -4.90189     16.74023    -0.18      0.23     0.29     1 
1810634476   -4.90182     16.76836    -0.03      0.13     0.13     1 
1810634478   -4.90167     16.82461     0.11      0.21     0.24     1 
1810634479   -4.90159     16.85274    -0.03      0.23     0.23     1 
1810634480   -4.90151     16.88086     0.17      0.02     0.17     1 
1810634481   -4.90143     16.90899    -0.03      0.13     0.13     1 
1810634482   -4.90135     16.93711     0.21      0.19     0.28     1 
1810634483   -4.90127     16.96524     0.08      0.23     0.24     1 
1810634484   -4.90118     16.99336     0.11      0.04     0.12     1 
1810634485   -4.90110     17.02149    -0.13      0.16     0.21     1 
1810634486   -4.90101     17.04961    -0.04      0.19     0.20     1 
1810634517   -4.92863     15.81185    -0.06      0.05     0.08     1 
1810634521   -4.92848     15.92441    -0.17      0.22     0.28     1 
1810634522   -4.92844     15.95255    -0.32      0.07     0.33     1 
1810634524   -4.92836     16.00882    -0.17     -0.39     0.42     1 
1810634525   -4.92832     16.03696    -0.09      0.04     0.10     1 
1810634529   -4.92813     16.14951     0.05      0.14     0.15     1 
1810634530   -4.92808     16.17764    -0.10     -0.57     0.57     2 
1810634531   -4.92803     16.20578     0.10     -0.19     0.21     1 
1810634533   -4.92793     16.26205     0.21      0.03     0.21     1 
1810634534   -4.92787     16.29018     0.17      0.20     0.26     1 
1810634535   -4.92782     16.31832     0.07     -0.54     0.54     2 
1810634536   -4.92776     16.34645     0.13     -0.11     0.17     1 
1810634541   -4.92746     16.48712     0.01      0.32     0.32     1 
1810634542   -4.92740     16.51525     0.04     -0.03     0.05     1 
1810634543   -4.92734     16.54338     0.09      0.21     0.23     1 
1810634544   -4.92727     16.57152     0.02     -0.01     0.02     1 
1810634545   -4.92720     16.59965    -0.05      0.12     0.13     1 
1810634546   -4.92713     16.62778     0.07      0.34     0.35     1 
1810634547   -4.92706     16.65591    -0.10      0.15     0.18     1 
1810634548   -4.92699     16.68404     0.01      0.00     0.01     1 
1810634549   -4.92692     16.71217    -0.26     -0.04     0.26     1 
1810634550   -4.92685     16.74029    -0.03      0.08     0.09     1 
1810634551   -4.92677     16.76842     0.00      0.21     0.21     1 
1810634552   -4.92670     16.79655    -0.20      0.09     0.22     1 
1810634553   -4.92662     16.82468     0.09      0.25     0.26     1 
1810634554   -4.92654     16.85281     0.06      0.30     0.31     1 
1810634555   -4.92647     16.88093     0.05      0.25     0.26     1 
1810634556   -4.92638     16.90906    -0.01      0.21     0.21     1 
1810634557   -4.92630     16.93719     0.09      0.13     0.16     1 
1810634558   -4.92622     16.96531     0.06      0.17     0.18     1 
1810634559   -4.92614     16.99344     0.05      0.16     0.17     1 
1810634560   -4.92605     17.02156    -0.03      0.14     0.14     1 
1810634590   -4.95366     15.75560    -0.04      0.01     0.04     1 
1810634594   -4.95352     15.86816    -0.27     -0.07     0.28     1 
1810634595   -4.95349     15.89630    -0.06      0.15     0.16     1 
1810634596   -4.95345     15.92444    -0.02     -0.02     0.03     1 
1810634597   -4.95341     15.95258     0.16      0.55     0.57     2 
1810634598   -4.95337     15.98072    -0.27      0.09     0.29     1 
1810634600   -4.95328     16.03700    -0.09     -0.02     0.09     1 
1810634601   -4.95324     16.06514    -0.14      0.09     0.17     1 
1810634602   -4.95319     16.09327    -0.10     -0.05     0.11     1 
1810634603   -4.95314     16.12141     0.14      0.17     0.22     1 
1810634605   -4.95305     16.17769    -0.32      0.03     0.32     1 
1810634607   -4.95294     16.23396    -0.08      0.12     0.14     1 
1810634608   -4.95289     16.26210    -0.16     -0.01     0.16     1 
1810634609   -4.95284     16.29023    -0.29      0.21     0.35     1 
1810634610   -4.95278     16.31837     0.11     -0.27     0.29     1 
1810634615   -4.95249     16.45904    -0.18      0.15     0.24     1 
1810634616   -4.95242     16.48718     0.22      0.10     0.24     1 
1810634617   -4.95236     16.51531     0.04      0.12     0.13     1 
1810634618   -4.95229     16.54344    -0.10      0.15     0.18     1 
1810634619   -4.95223     16.57157    -0.03     -0.32     0.32     1 
1810634620   -4.95216     16.59971    -0.12      0.07     0.14     1 
1810634621   -4.95209     16.62784    -0.08      0.57     0.58     2 
1810634622   -4.95202     16.65597    -0.00      0.15     0.15     1 
1810634623   -4.95195     16.68410    -0.01     -0.18     0.18     1 
1810634624   -4.95188     16.71223     0.05      0.22     0.23     1 
1810634625   -4.95181     16.74036     0.04      0.15     0.15     1 
1810634628   -4.95158     16.82475     0.10      0.13     0.17     1 
1810634629   -4.95150     16.85288     0.05      0.15     0.16     1 
1810634630   -4.95142     16.88101     0.20      0.17     0.26     1 
1810634631   -4.95134     16.90913     0.06      0.10     0.12     1 
1810634632   -4.95126     16.93726    -0.07      0.11     0.13     1 
1810634633   -4.95118     16.96539    -0.11      0.17     0.20     1 
1810634634   -4.95109     16.99351     0.10      0.21     0.23     1 
1810634635   -4.95101     17.02164     0.16      0.31     0.35     1 
1810634665   -4.97863     15.75563     0.17      0.22     0.28     1 
1810634666   -4.97860     15.78377    -0.11     -0.05     0.12     1 
1810634667   -4.97856     15.81191    -0.10     -0.18     0.21     1 
1810634670   -4.97845     15.89634    -0.04      0.05     0.06     1 
1810634671   -4.97841     15.92448    -0.16     -0.01     0.16     1 
1810634672   -4.97837     15.95262    -0.15      0.09     0.17     1 
1810634673   -4.97833     15.98076    -0.10     -0.02     0.10     1 
1810634674   -4.97829     16.00890     0.24      0.05     0.24     1 
1810634675   -4.97825     16.03704    -0.05     -0.05     0.07     1 
1810634680   -4.97801     16.17773     0.04     -0.54     0.54     2 
1810634681   -4.97796     16.20587     0.09      0.17     0.19     1 
1810634682   -4.97791     16.23401     0.03     -0.07     0.08     1 
1810634684   -4.97780     16.29028     0.11     -0.20     0.23     1 
1810634692   -4.97732     16.51536     0.01      0.11     0.11     1 
1810634694   -4.97719     16.57163    -0.25     -0.05     0.25     1 
1810634695   -4.97712     16.59977    -0.03      0.05     0.06     1 
1810634697   -4.97698     16.65603     0.09      0.15     0.18     1 
1810634698   -4.97691     16.68416    -0.04      0.09     0.10     1 
1810634699   -4.97684     16.71230     0.05      0.12     0.14     1 
1810634700   -4.97676     16.74043     0.08      0.04     0.08     1 
1810634701   -4.97669     16.76856     0.13      0.05     0.14     1 
1810634703   -4.97653     16.82482     0.14      0.13     0.19     1 
1810634704   -4.97646     16.85295    -0.10      0.19     0.22     1 
1810634705   -4.97638     16.88107    -0.06      0.09     0.11     1 
1810634706   -4.97630     16.90920     0.07      0.08     0.11     1 
1810634707   -4.97621     16.93733     0.07      0.12     0.14     1 
1810634708   -4.97613     16.96546     0.06      0.15     0.16     1 
1810634709   -4.97605     16.99359     0.07      0.04     0.08     1 
1810634710   -4.97596     17.02171    -0.18      0.19     0.26     1 
1810634741   -5.00356     15.78380    -0.26     -0.16     0.30     1 
1810634744   -5.00346     15.86823     0.12     -0.01     0.12     1 
1810634746   -5.00338     15.92451    -0.04     -0.02     0.04     1 
1810634747   -5.00334     15.95265    -0.02      0.03     0.03     1 
1810634749   -5.00326     16.00894    -0.24     -0.25     0.34     1 
1810634750   -5.00321     16.03708    -0.19     -0.00     0.19     1 
1810634751   -5.00317     16.06522    -0.23      0.07     0.24     1 
1810634752   -5.00312     16.09336    -0.42      0.39     0.57     2 
1810634753   -5.00307     16.12150     0.26      0.35     0.44     1 
1810634758   -5.00282     16.26219     0.31     -0.13     0.33     1 
1810634760   -5.00270     16.31847    -0.09     -0.20     0.22     1 
1810634763   -5.00253     16.40288     0.04      0.29     0.29     1 
1810634764   -5.00247     16.43101     0.08      0.29     0.30     1 
1810634765   -5.00241     16.45915     0.02      0.33     0.33     1 
1810634766   -5.00234     16.48729     0.09      0.04     0.09     1 
1810634767   -5.00228     16.51542     0.09      0.09     0.12     1 
1810634768   -5.00221     16.54356     0.26     -0.00     0.26     1 
1810634769   -5.00215     16.57169     0.06      0.08     0.10     1 
1810634770   -5.00208     16.59983    -0.01      0.01     0.02     1 
1810634771   -5.00201     16.62796     0.16      0.31     0.35     1 
1810634772   -5.00194     16.65609    -0.08     -0.17     0.19     1 
1810634773   -5.00187     16.68423    -0.14      0.09     0.17     1 
1810634774   -5.00179     16.71236    -0.03      0.15     0.15     1 
1810634775   -5.00172     16.74049    -0.02     -0.13     0.13     1 
1810634776   -5.00164     16.76862    -0.02      0.16     0.16     1 
1810634777   -5.00157     16.79676     0.28      0.27     0.39     1 
1810634778   -5.00149     16.82489    -0.04      0.16     0.16     1 
1810634779   -5.00141     16.85302     0.26      0.28     0.38     1 
1810634780   -5.00133     16.88115     0.05      0.22     0.23     1 
1810634781   -5.00125     16.90928     0.04      0.12     0.12     1 
1810634782   -5.00117     16.93740     0.00      0.08     0.08     1 
1810634783   -5.00108     16.96553     0.32      0.27     0.41     1 
1810634784   -5.00100     16.99366     0.03      0.15     0.15     1 
1810634785   -5.00091     17.02179    -0.08      0.17     0.19     1 
1810634817   -5.02850     15.81198    -0.15     -0.19     0.24     1 
1810634818   -5.02846     15.84012    -0.20      0.13     0.24     1 
1810634819   -5.02842     15.86826    -0.11     -0.15     0.19     1 
1810634820   -5.02838     15.89640     0.17     -0.04     0.17     1 
1810634821   -5.02834     15.92455     0.07     -0.24     0.25     1 
1810634822   -5.02830     15.95269    -0.16     -0.07     0.18     1 
1810634823   -5.02826     15.98083    -0.20     -0.25     0.32     1 
1810634824   -5.02822     16.00897     0.00      0.00     0.00     1 
1810634825   -5.02818     16.03712    -0.20     -0.02     0.20     1 
1810634826   -5.02813     16.06526    -0.06     -0.06     0.08     1 
1810634827   -5.02808     16.09340     0.11      0.17     0.20     1 
1810634828   -5.02804     16.12154     0.08     -0.41     0.42     1 
1810634829   -5.02799     16.14968     0.06     -0.33     0.34     1 
1810634831   -5.02789     16.20596     0.08     -0.21     0.22     1 
1810634834   -5.02772     16.29038    -0.38      0.06     0.39     1 
1810634835   -5.02767     16.31852     0.18      0.04     0.18     1 
1810634838   -5.02749     16.40293    -0.02      0.18     0.18     1 
1810634839   -5.02743     16.43107     0.11      0.06     0.13     1 
1810634841   -5.02730     16.48734     0.07      0.01     0.07     1 
1810634842   -5.02724     16.51548     0.12     -0.12     0.17     1 
1810634843   -5.02717     16.54362    -0.02     -0.03     0.04     1 
1810634845   -5.02704     16.59989     0.10      0.13     0.16     1 
1810634846   -5.02697     16.62802    -0.20      0.12     0.23     1 
1810634847   -5.02690     16.65616     0.00      0.27     0.27     1 
1810634848   -5.02682     16.68429     0.07      0.11     0.13     1 
1810634849   -5.02675     16.71242    -0.11     -0.06     0.13     1 
1810634850   -5.02668     16.74056     0.01      0.15     0.15     1 
1810634851   -5.02660     16.76869     0.11      0.07     0.13     1 
1810634853   -5.02645     16.82495     0.08      0.09     0.12     1 
1810634854   -5.02637     16.85309     0.14      0.13     0.19     1 
1810634855   -5.02629     16.88122    -0.02      0.02     0.03     1 
1810634856   -5.02620     16.90935     0.13      0.18     0.22     1 
1810634857   -5.02612     16.93748     0.07      0.16     0.18     1 
1810634858   -5.02604     16.96561     0.00      0.16     0.16     1 
1810634859   -5.02595     16.99374     0.06      0.17     0.18     1 
1810634860   -5.02586     17.02187    -0.11      0.17     0.20     1 
1810634889   -5.05356     15.72757    -0.19      0.39     0.44     1 
1810634891   -5.05350     15.78386    -0.12     -0.15     0.19     1 
1810634893   -5.05342     15.84015     0.24     -0.00     0.24     1 
1810634894   -5.05339     15.86829    -0.08     -0.05     0.09     1 
1810634895   -5.05335     15.89644    -0.22     -0.27     0.35     1 
1810634896   -5.05331     15.92458     0.03      0.02     0.04     1 
1810634897   -5.05327     15.95273    -0.14     -0.22     0.26     1 
1810634898   -5.05323     15.98087     0.11     -0.33     0.35     1 
1810634900   -5.05314     16.03715    -0.07     -0.01     0.07     1 
1810634901   -5.05309     16.06530    -0.02     -0.00     0.02     1 
1810634903   -5.05300     16.12158     0.36      0.01     0.36     1 
1810634904   -5.05295     16.14972    -0.04     -0.18     0.18     1 
1810634905   -5.05290     16.17787    -0.15     -0.02     0.15     1 
1810634906   -5.05285     16.20601    -0.08      0.15     0.17     1 
1810634907   -5.05279     16.23415     0.12     -0.23     0.26     1 
1810634908   -5.05274     16.26229    -0.06     -0.04     0.08     1 
1810634910   -5.05263     16.31857    -0.01     -0.03     0.03     1 
1810634913   -5.05245     16.40299     0.12      0.17     0.21     1 
1810634914   -5.05239     16.43112    -0.20     -0.00     0.20     1 
1810634915   -5.05233     16.45926    -0.01     -0.02     0.02     1 
1810634916   -5.05226     16.48740     0.03     -0.12     0.12     1 
1810634917   -5.05220     16.51554     0.32      0.02     0.32     1 
1810634918   -5.05213     16.54368    -0.19      0.07     0.20     1 
1810634919   -5.05206     16.57181     0.01     -0.11     0.11     1 
1810634920   -5.05200     16.59995    -0.04      0.12     0.12     1 
1810634923   -5.05178     16.68436     0.01      0.06     0.06     1 
1810634925   -5.05163     16.74062     0.15      0.16     0.22     1 
1810634926   -5.05156     16.76876     0.02      0.15     0.16     1 
1810634929   -5.05132     16.85316    -0.05      0.17     0.18     1 
1810634930   -5.05124     16.88129     0.07      0.12     0.14     1 
1810634931   -5.05116     16.90942     0.07      0.12     0.14     1 
1810634932   -5.05108     16.93755     0.03      0.13     0.13     1 
1810634933   -5.05099     16.96568     0.16      0.15     0.22     1 
1810634934   -5.05091     16.99381     0.04      0.29     0.29     1 
1810634966   -5.07846     15.78389     0.26      0.06     0.27     1 
1810634969   -5.07835     15.86833    -0.03      0.07     0.08     1 
1810634970   -5.07831     15.89647    -0.03     -0.02     0.04     1 
1810634971   -5.07828     15.92462    -0.20     -0.03     0.21     1 
1810634972   -5.07824     15.95276    -0.10     -0.06     0.11     1 
1810634973   -5.07819     15.98091    -0.10     -0.06     0.11     1 
1810634974   -5.07815     16.00905    -0.03     -0.21     0.21     1 
1810634975   -5.07810     16.03719    -0.06      0.41     0.42     1 
1810634977   -5.07801     16.09348    -0.16      0.21     0.26     1 
1810634979   -5.07791     16.14977    -0.42      0.13     0.44     1 
1810634981   -5.07781     16.20605    -0.31     -0.17     0.35     1 
1810634984   -5.07765     16.29048     0.05     -0.15     0.16     1 
1810634985   -5.07759     16.31862    -0.15     -0.06     0.17     1 
1810634988   -5.07741     16.40304    -0.02     -0.06     0.06     1 
1810634989   -5.07735     16.43118     0.08     -0.12     0.15     1 
1810634990   -5.07729     16.45932    -0.11     -0.01     0.11     1 
1810634991   -5.07722     16.48746    -0.02      0.00     0.02     1 
1810634992   -5.07716     16.51560     0.40     -0.12     0.41     1 
1810634993   -5.07709     16.54373     0.05      0.26     0.26     1 
1810634995   -5.07695     16.60001    -0.08      0.17     0.19     1 
1810634998   -5.07674     16.68442     0.03     -0.05     0.06     1 
1810634999   -5.07667     16.71256     0.04      0.11     0.12     1 
1810635000   -5.07659     16.74069     0.04      0.23     0.24     1 
1810635001   -5.07651     16.76883     0.09      0.05     0.10     1 
1810635002   -5.07644     16.79696    -0.16      0.12     0.20     1 
1810635003   -5.07636     16.82510     0.41     -0.08     0.42     1 
1810635004   -5.07628     16.85323    -0.12      0.29     0.31     1 
1810635005   -5.07620     16.88136     0.14      0.15     0.20     1 
1810635006   -5.07611     16.90949     0.07      0.06     0.10     1 
1810635007   -5.07603     16.93763     0.08      0.13     0.15     1 
1810635008   -5.07594     16.96576    -0.11      0.09     0.14     1 
1810635009   -5.07586     16.99389     0.01      0.11     0.11     1 
1810635047   -5.10320     15.95280     0.09      0.08     0.12     1 
1810635048   -5.10316     15.98094    -0.02     -0.00     0.02     1 
1810635049   -5.10311     16.00909     0.19     -0.02     0.19     1 
1810635050   -5.10307     16.03723     0.02     -0.05     0.05     1 
1810635051   -5.10302     16.06538     0.02     -0.46     0.46     1 
1810635052   -5.10298     16.09352    -0.05     -0.11     0.12     1 
1810635053   -5.10293     16.12167    -0.32     -0.52     0.61     2 
1810635056   -5.10277     16.20610    -0.06     -0.09     0.10     1 
1810635057   -5.10272     16.23424    -0.25      0.23     0.34     1 
1810635058   -5.10267     16.26238     0.34      0.04     0.34     1 
1810635060   -5.10255     16.31867    -0.02     -0.01     0.02     1 
1810635061   -5.10250     16.34681    -0.24     -0.34     0.41     1 
1810635062   -5.10243     16.37495    -0.24     -0.08     0.25     1 
1810635063   -5.10237     16.40309    -0.38      0.11     0.39     1 
1810635065   -5.10225     16.45938     0.09      0.07     0.11     1 
1810635066   -5.10218     16.48751    -0.20     -0.11     0.23     1 
1810635068   -5.10205     16.54379     0.02      0.13     0.13     1 
1810635073   -5.10170     16.68448     0.22      0.20     0.30     1 
1810635074   -5.10162     16.71262    -0.08      0.20     0.21     1 
1810635076   -5.10147     16.76889     0.06      0.18     0.19     1 
1810635077   -5.10139     16.79703    -0.18      0.11     0.21     1 
1810635078   -5.10131     16.82516     0.08      0.05     0.09     1 
1810635079   -5.10123     16.85330    -0.04      0.28     0.28     1 
1810635080   -5.10115     16.88143    -0.03     -0.19     0.19     1 
1810635081   -5.10107     16.90957     0.06      0.02     0.06     1 
1810635082   -5.10098     16.93770     0.10      0.08     0.13     1 
1810635083   -5.10090     16.96583     0.08      0.11     0.14     1 
1810635084   -5.10081     16.99397     0.03      0.24     0.24     1 
1810635128   -5.12789     16.12171    -0.37      0.05     0.37     1 
1810635130   -5.12779     16.17800     0.06     -0.35     0.35     1 
1810635131   -5.12774     16.20614    -0.09     -0.12     0.15     1 
1810635132   -5.12768     16.23429    -0.35      0.34     0.49     1 
1810635133   -5.12763     16.26243     0.23      0.21     0.32     1 
1810635134   -5.12757     16.29058     0.06     -0.24     0.25     1 
1810635135   -5.12751     16.31872    -0.17      0.23     0.29     1 
1810635137   -5.12740     16.37501    -0.59     -0.09     0.60     2 
1810635138   -5.12734     16.40315     0.05     -0.07     0.09     1 
1810635139   -5.12727     16.43129     0.03     -0.12     0.12     1 
1810635140   -5.12721     16.45943     0.01     -0.11     0.11     1 
1810635141   -5.12714     16.48757     0.16     -0.02     0.17     1 
1810635143   -5.12701     16.54385     0.08      0.05     0.10     1 
1810635144   -5.12694     16.57199     0.11      0.07     0.13     1 
1810635145   -5.12687     16.60013     0.09      0.20     0.21     1 
1810635147   -5.12673     16.65641    -0.13     -0.02     0.14     1 
1810635148   -5.12666     16.68455    -0.01      0.10     0.10     1 
1810635149   -5.12658     16.71269    -0.48      0.15     0.50     2 
1810635150   -5.12650     16.74083    -0.21      0.47     0.51     2 
1810635151   -5.12643     16.76896     0.14     -0.01     0.14     1 
1810635152   -5.12635     16.79710     0.14      0.02     0.14     1 
1810635153   -5.12627     16.82524     0.09      0.11     0.15     1 
1810635154   -5.12619     16.85337    -0.04      0.08     0.09     1 
1810635155   -5.12611     16.88151    -0.01      0.09     0.09     1 
1810635156   -5.12602     16.90964     0.02      0.08     0.09     1 
1810635157   -5.12594     16.93778     0.07      0.18     0.19     1 
1810635158   -5.12585     16.96591     0.11      0.16     0.19     1 
1810635159   -5.12577     16.99404     0.13      0.07     0.15     1 
1810635208   -5.15259     16.26248     0.13      0.04     0.13     1 
1810635209   -5.15254     16.29063     0.13      0.11     0.17     1 
1810635210   -5.15248     16.31877    -0.06     -0.03     0.07     1 
1810635211   -5.15242     16.34691    -0.04      0.38     0.38     1 
1810635212   -5.15236     16.37506    -0.31     -0.06     0.32     1 
1810635213   -5.15230     16.40320    -0.17      0.05     0.17     1 
1810635214   -5.15223     16.43135    -0.04      0.00     0.04     1 
1810635215   -5.15217     16.45949     0.06      0.03     0.07     1 
